FirmName, Analyst F Name, Analyst L Name
"Lazard Capital Markets","Nick","Andrewes"
"ISI Group","Steve","Sakwa"
"Merrill Lynch","Steve","Sakwa"
"Arctic Securities","Kjetil","Garstad"
"Wachovia Capital Markets, Llc","John","Janedis"
"Wachovia Securities","John","Janedis"
"HSBC","Erwan","Rambourg"
"Canaccord Adams","Toni","Wallis"
"Soleil - Soleil","Ian","Horowitz"
"Goldman Sachs","Peter","Wahlstrom"
"Morningstar, Inc.","Peter","Wahlstrom"
"Goldman Sachs","Albert T","Kabili"
"Credit Suisse","Albert","Kabili"
"Simmons & Company International","Thomas","Gardner"
"OCBC Investment Research Pte Ltd","Carey","Wong"
"Barnard Jacobs Mellet","Emma","Townshend"
"BofA Merrill Lynch","Steve","Theriault"
"Pacific Crest Securities","Li","Tang"
"C.E. Unterberg, Towbin","John","Vinh"
"Collins Stewart Llc","John","Vinh"
"Pacific Crest Securities","John","Vinh"
"Argus Research Company","Rashid","Dahod"
"Argus Research Corp.","Rashid","Dahod"
"Argus Research Corp.","David","Coleman"
"Susquehanna Financial Group","Cheryl","Cortez"
"Argus Research Company","Bridget","Adams"
"Argus Research Corp.","Bridget","Adams"
"HSBC","Savant","Ahmed"
"Blackmont Capital","Trevor","Johnson"
"National Bank Financial","Trevor","Johnson"
"Keybanc Capital Markets","Christopher","O'Cull"
"Suntrust Robinson Humphrey","Christopher","O'Cull"
"BAS-ML","David","Bragg"
"Merrill Lynch","David","Bragg"
"Craig-Hallum Capital","Steven","Dyer"
"Craig-Hallum Captial","Steven","Dyer"
"Barclays","Brian","Wang"
"Credit Suisse","Filippe","Goossens"
"Swedbank Securities","Ola","Sodermark"
"Atlantic Equities","Daniela","Nedialkova"
"Ftn Midwest Securities Corp.","Charles","Hamilton"
"Ftn Midwest Securities Corp.","Chuck","Hamilton"
"Sandler O'Neill & Partners L.P.","Alexander","Goldfarb"
"UBS","Alexander","Goldfarb"
"Credit Suisse","Kevin","Yin"
"Citi","Timothy","Thein"
"Citigroup","Timothy","Thein"
"Garp Research & Securities","Alastair","Mackay"
"Garp Research Corporation","Alastair","Mackay"
"Deutsche Bank Securities","Jonathan","Goldberg"
"Rodman & Renshaw Llc","Amit","Dayal"
"J.P. Morgan","Evren","Kopelman"
"Wells Fargo Securities, Llc","Evren","Kopelman"
"DnB Nor Markets","Thor","Lunder"
"RBC Capital Markets","Michael","Yee"
"Wall Street Access","Bob","Ai"
"Southern Cross Equities Ltd.","Stuart","Roberts"
"C.L. King & Associates, Inc.","James","Boyle"
"Daiwa","Yoko","Yamada"
"Canaccord Adams","Neville","Dastoor"
"Ferris, Baker Watts, Inc.","Jason","Funk"
"Canaccord Adams","Chip","Moore"
"Canaccord Adams","Sandy","Poklar"
"Thomas Weisel International","Preeti","Dubey"
"JPMorgan","Matthew","Webb"
"Cazenove","Fred","Lucas"
"Cazenove & Co","Fred","Lucas"
"Cazenove","Paul","Howard"
"Canaccord Adams","Tom","Varesh"
"M Partners Inc.","Tom","Varesh"
"Canaccord Adams","Sameet","Kanade"
"Northern Securities","Sameet","Kanade"
"Carnegie Investment Bank Ab","Frederik","Lunde"
"Argus Research Company","Phil","Weiss"
"Argus Research Corp.","Phil","Weiss"
"Credit Suisse","Marshall","Gordon"
"CIBC World Markets","Paul","Holden"
"Lazard Capital Markets","Urs","Dur"
"Mgi Securities","Ranjit","Narayanan"
"Union Securities","Ranjit","Narayanan"
"Wedbush Securities Inc.","Richard","Lau"
"Goldman Sachs","Betsy","Gorton"
"Canaccord Genuity","Eyal","Ofir"
"Accountability Research Corporation","Steven","Balsam"
"Thinkequity Llc","James","Maher"
"Thinkequity Partners","James","Maher"
"Thinkpanmure Llc","James","Maher"
"Wedbush Morgan Securities Inc.","Gil","Luria"
"RBC Capital Markets","John","Kang"
"Citi","Alexander","Hacking"
"Citi","Brian","Yu"
"Citigroup","Brian","Yu"
"Deutsche Bank Securities","Nishu","Sood"
"Kevin Dann & Partners","Rick","Snyder"
"Maxim Group","Rick","Snyder"
"Thomas Weisel International","L N","Ganti"
"Sun Hung Kai","Eva","Yip"
"BAS-ML","Jonathan","Ellis"
"Merrill Lynch","Jonathan","Ellis"
"Argus Research Company","Wendy","Walker"
"Argus Research Corp.","Wendy","Walker"
"Stephens Inc.","Greg","Ruedy"
"Monness, Crespi, Hardt & Co., Inc.","Dhesh","Govender"
"Morgan Joseph & Co Inc","Patricia","Oey"
"Sandler O'Neill & Partners L.P.","Aaron James","Deer"
"RBC Capital Markets","Aaron","Deer"
"Sandler O'Neill & Partners L.P.","Aaron","Deer"
"Ohman Fondkommission","David","Jacobsson"
"Pareto Securities AS","David","Jacobsson"
"Goldman Sachs","Laurie","Davison"
"J.P. Morgan","Andrew","Wessel"
"Goldman Sachs Jb Were","Alexander","Adam"
"Goldman Sachs","Adam","Alexander"
"Goldman Sachs & Partners Aust.","Adam","Alexander"
"Goldman Sachs Jb Were","Adam","Alexander"
"Wood & Co. Financial Services","David","Kadarauch"
"Credit Suisse","William","Stein"
"Jefferies & Co.","Timothy","Allen"
"Stanford Financial Group","Jeremy","Grant"
"Stanford Group Company","Jeremy","Grant"
"Fondsfinans Asa","Petter","Narvestad"
"Raymond James","Kristopher","Zack"
"Caris & Company","Leo","Carpio"
"Ftn Midwest Securities Corp.","Conrad","Lyon"
"Global Hunter Securities, LLC","Conrad","Lyon"
"Thinkequity Partners","Brett","Erkman"
"Pacific Crest Securities","Nabil","Elsheshai"
"Merrill Lynch","Alan","Cooke"
"UBS","Mark","Neff"
"Pareto/Nordic Partners","Jorn","Lyshoel"
"Stifel Nicolaus & Company, Inc.","Shlomo","Rosenbaum"
"WR Hambrecht + Co","Emily","Johnson"
"Goldman Sachs","Andrew","Brill"
"Thomas Weisel International","Mohana","Talapatra"
"Keybanc Capital Markets","Todd","Fowler"
"Keybanc Capital Mkts/Mcdonald","Todd","Fowler"
"UBS","Jonathan","Firkins"
"Deutsche Bank Securities","Imron","Zafar"
"Research Capital, Corp.","Stuart","Morrow"
"Credit Suisse","Venugopal","Garre"
"GMP Securities Ltd.","George","Albino"
"Macquarie Research Equities","George","Albino"
"Orion Securities Inc.","George","Albino"
"Goldman Sachs","Sun","Kang"
"First Dallas Securities","John","Langston"
"Robert W. Baird & Co., Inc.","Paula","Poskon"
"Prudential","Jesse","Tortora"
"Merrill Lynch","Michael","Farah"
"Leerink Swann","Isaac","Ro"
"Leerink Swann Llc","Isaac","Ro"
"Goldman Sachs","Min","Park"
"FBR Capital Markets & Co.","David","Rochester"
"Friedman, Billings, Ramsey & Co.","David","Rochester"
"BofA Merrill Lynch","Jeffrey","Spector"
"UBS","Jeffrey","Spector"
"ABN Amro","Wendy","Huang"
"Keybanc Capital Markets","Mitchell","Wurschmidt"
"Keybanc Capital Mkts","Mitchell","Wurschmidt"
"Keybanc Capital Mkts/Mcdonald","Mitchell","Wurschmidt"
"Versant Partners, Inc.","Massimo","Fiore"
"UBS","Andrew","Fones"
"CIBC World Markets","Brian","Abrahams"
"Oppenheimer & Co.","Brian","Abrahams"
"Wells Fargo Securities, Llc","Brian","Abrahams"
"Keefe, Bruyette & Woods","Eileen","Rooney"
"Keefe, Bruyette & Woods, Inc.","Eileen","Rooney"
"Credit Suisse","Sam","Arnold"
"Susquehanna Financial Group","Samuel","Saunders"
"China International Capital Corporation","Bing","Qian"
"UBS","Chong","Tan Kim"
"J.P. Morgan","James","Tan"
"CIBC World Markets","Mukul","Kochhar"
"Citigroup","Gustavo","Oliveira"
"Keefe, Bruyette & Woods","Murali","Gopal"
"Keefe, Bruyette & Woods, Inc.","Murali","Gopal"
"Roth Capital Partners LLC","John","Ma"
"Jefferies & Co.","Cindy","Du"
"Barclays Capital","Brett","Feldman"
"Deutsche Bank Securities","Brett","Feldman"
"CIBC World Markets","Joe","Wallewicz"
"J.P. Morgan","Pakhi","Eder"
"Janco Partners, Inc.","Cameron","Cooke"
"Ferris, Baker Watts, Inc.","Grant","Hopkins"
"Goldman Sachs","Randall","Stanicky"
"Keybanc Capital Markets","Bradley","Thomas"
"Pacific Growth Equities","Richard","Rambaldo"
"Banc Of America Securities","William","Ho"
"Bear Stearns","Tracy","Young"
"Collins Stewart Llc","Salveen","Kochnover"
"Jefferies & Co.","Salveen","Kochnover"
"Keybanc Capital Mkts/Mcdonald","Timothy","Aquino"
"Deutsche Bank Securities","Julia","Gordeyeva"
"ING Financial Markets","Julia","Gordeyeva"
"Peters & Co. Limited","Adam","Twa"
"Pacific Growth Equities","Kari","Hall"
"Cormark Securities Inc.","Todd","Garman"
"Peters & Co. Limited","Todd","Garman"
"National Bank Financial","Menal","Patel"
"Robert W. Baird & Co., Inc.","David","Tarantino"
"WBB Securities, LLC","Daniel","Mallin"
"MDB Capital Group","Nancy","Gallen"
"First Global Stockbroking Ltd.","Anand","Lahoti"
"Bear Stearns","Edward","Urban"
"Goldman Sachs","Christopher","Neczypor"
"Wachovia Capital Markets, Llc","Brendan","Maiorana"
"Wells Fargo Securities, Llc","Brendan","Maiorana"
"First Global Stockbroking Ltd.","Madhu","Babu"
"National Securities","Jason","Kolbert"
"Susquehanna Financial Group","Jason","Kolbert"
"Merrill Lynch","Melissa","Jaffe"
"Unicredit Markets","Artem","Konchin"
"J.P. Morgan","Nadia","Kazakova"
"First Global Stockbroking Ltd.","Mahantesh","M"
"FBR Capital Markets & Co.","Anna","Andreeva"
"J.P. Morgan","Anna","Andreeva"
"Wachovia Capital Markets, Llc","Sharon","Lui"
"Wachovia Securities","Sharon","Lui"
"Wells Fargo Securities, Llc","Sharon","Lui"
"Morgan Joseph & Co Inc","Eugene","Trogan"
"Susquehanna Financial Group","Jonathan","Casteleyn"
"Wachovia Capital Markets, Llc","Jonathan","Casteleyn"
"Wachovia Securities","Jonathan","Casteleyn"
"National Bank Financial","Kris","Thompson"
"Signal Hill Group LLC","Michael","Carboy"
"UBS","Jeff","Brickman"
"Cheuvreux","Joakim","Ahlberg"
"Keybanc Capital Markets","Scott","Hamann"
"Keybanc Capital Mkts","Scott","Hamann"
"Keybanc Capital Mkts/Mcdonald","Scott","Hamann"
"Troika Dialog","Sergey","Donskoy"
"Coker & Palmer Inc.","Charlie","Rareshide"
"Smh Capital","Charlie","Rareshide"
"UBS","Gaurav","Jaitly"
"Thinkequity Partners","Kirsten","Edwards"
"Citigroup","Helen","Cameron"
"Pali Research","Stephen","East"
"Ticonderoga Securities","Stephen","East"
"Sandler O'Neill & Partners L.P.","Craig","Colasono"
"Canaccord Adams","Scott","Van Winkle"
"Canaccord Genuity","Scott","Van Winkle"
"Goldman Sachs","Lucy","Baldwin"
"Bear Stearns","Carlo","Santarelli"
"Deutsche Bank Securities","Carlo","Santarelli"
"J.P. Morgan","Carlo","Santarelli"
"Credit Agricole Securities","Jon","Oh"
"Seymour Pierce","Asa","Bridle"
"WR Hambrecht + Co","Matthew","Kather"
"J.P. Morgan","David","Cohen"
"Gilford Securities, Inc.","Monica","Verma"
"A. G. Edwards & Sons, Inc.","Joseph","Tooley"
"Accountability Research Corporation","Al","Rosen"
"Raymond James","Justin","Bouchard"
"OCBC Investment Research Pte Ltd","Rachel","Ng"
"RBC Capital Markets","Mahesh","Sanganeria"
"Caris & Company","Betsy","Van Hees"
"Cowen And Company","Betsy","Van Hees"
"Wedbush Securities Inc.","Betsy","Van Hees"
"WR Hambrecht + Co","Betsy","Van Hees"
"Signal Hill Group LLC","Todd","Greenwald"
"Sterne, Agee & Leach","Kyle","O'Brien"
"Laurentian Bank Securities","Alex","Grassino"
"J.P. Morgan","Dexter","Hsu"
"Merrill Lynch","Matthew","Warren"
"First Analysis Corp.","Michael","Harrison"
"Merrill Lynch","Lily","Ng"
"UBS","Joseph","Naya"
"Canaccord Adams","Yuri","Lynk"
"Laurentian Bank Securities","Yuri","Lynk"
"Discovery Research-Thom Weisel","Bino","Pathiparampil"
"Thomas Weisel International","Bino","Pathiparampil"
"Janney Capital Markets","Stephen","Moss"
"Janney Montgomery Scott LLC","Stephen","Moss"
"Bear Stearns","Victor","Anthony"
"Barclays Capital","Jim","Harmon"
"UOB Kay Hian","Johnson","Hu"
"Suntrust Robinson Humphrey","Mac","Hodgson"
"Laurentian Bank Securities","Catherine","Bouchard"
"Deutsche Bank Securities","Josep","Bori"
"Barclays","Andy","Kaplowitz"
"Barclays Capital","Andy","Kaplowitz"
"Jennings Capital Inc","Peter","Campbell"
"Morgan Stanley","Carol","Wang"
"Leerink Swann Llc","Aileen","Salares"
"Needham & Company","Edwin","Mok"
"Needham & Company","Y Edwin","Mok"
"Thomas Weisel International","Abhiram","Eleswarapu"
"CJS Securities","Lawrence","Solow"
"Goldman Sachs","Wei","Du Ph D"
"Goldman Sachs","Wei","Du"
"BofA Merrill Lynch","Paul","Thomas"
"Roth Capital Partners LLC","Paul","Thomas"
"DMG & Partners Securities Pte.","Lynette","Tan"
"Credit Suisse","Michael","Gorman"
"Thomas Weisel International","Joseph","George"
"UBS","Adam","Aron"
"Desjardins Securities","Ben","Jekic"
"Banc Of America Securities","Jon","Wood"
"Jefferies & Co.","Jon","Wood"
"Deutsche Bank Securities","Greg","Dunham"
"Goldman Sachs","Greg","Dunham"
"CIBC World Markets","Srinivas","Anantha"
"Oppenheimer & Co.","Srinivas","Anantha"
"Jefferies & Co.","Brendan","Warn"
"UBS","Shneur","Gershuni"
"Friedman, Billings, Ramsey & Co.","Steve","Stelmach"
"Robert W. Baird & Co., Inc.","Jeff","Johnson"
"CIBC World Markets","Jeff","Fetterly"
"Janco Partners, Inc.","Gregory","Kolb"
"Broadpoint Capital","Santosh","Rao"
"First Albany Corp.","Santosh","Rao"
"Bear Stearns","Robyn","Karnauskas"
"Deutsche Bank Securities","Robyn","Karnauskas"
"Simmons & Company International","David","Duong"
"Albert Fried & Company LLC","Rich","Tullo"
"Pacific Crest Securities","Kanchana","Vydianathan"
"Credit Suisse","Seth","Basham"
"Fearnley Fonds","Haakon","Magne Ore"
"Cowen And Company","Leland","Gershell"
"BofA Merrill Lynch","Michelle","Ko"
"UBS","Michelle","Ko"
"Barclays","Douglas","Tsao"
"Cantor Fitzgerald","David","Toti"
"Barclays Capital","Megan","Talbott Mcgrath"
"Barclays Capital","Shannon","O'Callaghan"
"Nomura","Shannon","O'Callaghan"
"Renaissance Capital","David","Ferguson"
"Rencap Securities (Pty) Ltd.","David","Ferguson"
"A. G. Edwards & Sons, Inc.","Ronald","Oster"
"Broadpoint Amtech","Ronald","Oster"
"Broadpoint Capital","Ronald","Oster"
"Dutton Associates","Ron","Goldman"
"Bear Stearns","Michael","Nannizz"
"First Albany Corp.","Brian","Wong"
"Next Generation Equity Research","Brian","Wong"
"Thomas Weisel Partners","Peter","Lawson"
"Piper Jaffray","Ajaykumar","Kasargod"
"Keefe, Bruyette & Woods","Matthew","Rohrmann"
"Goldman Sachs","Shelley","Gnall"
"Goldman Sachs","Henry","Tarr"
"Brean Murray, Carret & Co.","Ananda","Baruah"
"A. G. Edwards & Sons, Inc.","William","Kreher"
"Friedman, Billings, Ramsey & Co.","Andrew","Coleman"
"American Technology Research","John","Hardy"
"Banc Of America Securities","William","Sargent"
"Cazenove","Fraser","Jamieson"
"Pacific Crest Securities","David","Niederman"
"Raymond James","Cory","Garcia"
"Scotia Capital","Mark","Polak"
"UBS","Gregg","Goodnight"
"Dowling & Partners Securities, LLC","Christopher","Tam"
"Calyon Securities (USA) Inc.","Mark","Warnsman"
"The Robins Group","Ruthanne","Roussel"
"Davenport & Company Llc","Michael","Morris"
"UBS","Michael","Morris"
"J.P. Morgan","Katherine","Lucas"
"J.P. Morgan","Daniel","Vetter"
"Montgomery & Co.","Caroline","Corner"
"Pacific Growth Equities","Caroline","Corner"
"Macquarie Research Equities","Patrick","Dai"
"Peters & Co. Limited","Kam","Sandhar"
"Janney Montgomery Scott LLC","Douglas","Rainwater"
"Stanford Group Company","Douglas","Rainwater"
"Stifel Nicolaus & Company, Inc.","Mark","Astrachan"
"Stifel Nicolaus & Company,Inc.","Mark","Astrachan"
"Goldman Sachs","Robert","Yen"
"Raymond James","Shyam","Patil"
"HSBC","Nora","Kahn"
"Barclays","Nick","Dempsey"
"Howe Barnes Hoefer & Arnett Inc.","Kristin","Hotti"
"Thinkequity Partners","Terrence","Babe"
"Thinkpanmure Llc","Terrence","Babe"
"TD Newcrest","Daniel","Earle"
"Miller Tabak & Co., Llc","Stephen","Anderson"
"Mkm Partners Llc","Stephen","Anderson"
"Lazard Capital Markets","Sean","Lavin"
"Oppenheimer & Co.","Sean","Lavin"
"Rochdale Securities Llc","Hayley","Wolff"
"Pacific Growth Equities","Kimberly","Lee"
"Griffin Securities, Inc.","Ted","Harlan"
"Griffin Securities, Inc.","Mathew","Rothway"
"Janney Montgomery Scott LLC","Steven","Moss"
"HSBC","Sarah","Mak"
"Nordea Markets","Anders","Karlsen"
"JMP Securities","Mitch","Germain"
"Banc Of America Securities","Mitchell","Germain"
"J.P. Morgan","Naomie","Schapira"
"Evercore Partners","Patrick","Wang"
"Wedbush Morgan Securities Inc.","Patrick","Wang"
"Orion Securities","Irmantas","Vaskela"
"Terra Markets AS","Irmantas","Vaskela"
"Orion Securities","Aleksandr","Solovjov"
"Desjardins Securities","Jeffrey","Roberts"
"Morgan Stanley","Vincent","Andrews"
"Orion Securities","Vytautas","Bagdonas"
"Mizuho Securities USA","Abhey","Lamba"
"UBS","Abhey","Lamba"
"Credit Suisse","Pi","Aquino"
"Longbow Research","David","Bachman"
"Argus Research Company","Jackson","Turner"
"UBS","Pt","Luther"
"Next Generation Equity Research","Nat","Kellogg"
"Nordea Markets","Tore","Fugelsnes"
"Edison Investment Research","John","Savin"
"Barclays","David","Kaplan"
"Maxim Group","Michael","Tu"
"Banc Of America Securities","Joe","Arns"
"Morgan Stanley","Jenny","Wu"
"Cormark Securities Inc.","Jeff","Fenwick"
"Capital One Southcoast, Inc.","Richard","Tullis"
"Goldman Sachs","Ajay","Kejriwal"
"BMO Capital Markets","Jason","Granger"
"Jesup & Lamont Securities Corporation","Brian","Yerger"
"William Blair & Company, L.L.C.","Brian","Weinstein"
"Needham & Company","Alan","Carr"
"Oscar Gruss & Son","Ziv","Tal"
"Sterne, Agee & Leach","Ada","Lee"
"RBC Capital Markets","Ryan","Bachman"
"Keefe, Bruyette & Woods","Bill","Carrier"
"Longbow Research","Paul","Bodnar"
"Collins Stewart Llc","Sandeep","Aggarwal"
"Oppenheimer & Co.","Sandeep","Aggarwal"
"J.P. Morgan","Lauren","Ye"
"Banc Of America Securities","Karl","Oehlschlaeger"
"Macquarie Research Equities","Karl","Oehlschlaeger"
"Cowen And Company","Doug","Schenkel"
"Tudor Pickering & Co. Sec","Mike","Jacobs"
"Roth Capital Partners LLC","Adam","Krejcik"
"Roth Capital Partners LLC","Ankur","Wadhawan"
"Roth Capital Partners LLC","Nick","Pajwani"
"Roth Capital Partners LLC","Richard","Hoss"
"Roth Capital Partners LLC","Kun","Tao"
"CIMB-GK","Choon Seng","Ho"
"Banc Of America Securities","Gregory","Wowkun"
"Unibanco","Fernando","Abdalla"
"First Securities Asa","Paal","Dahl"
"First Securities Asa","Pal Holde","Dahl"
"Dowling & Partners Securities, LLC","Sean","Rourke"
"Oppenheimer & Co.","Tim","Tiberio"
"William Blair & Company, L.L.C.","Donald","Neiman"
"Sandler O'Neill & Partners L.P.","Christopher","Donat"
"Keybanc Capital Markets","Tahira","Afzal"
"Keybanc Capital Mkts","Tahira","Afzal"
"Dundee Securities Corporation","David","Talbot"
"Avondale Partners LLC","Kevin","Campbell"
"Raymond James","Collin","Gerry"
"UBS","Mohan","Mandrekar"
"Pacific Crest Securities","Weston","Twigg"
"Cowen And Company","Doug","Creutz"
"BofA Merrill Lynch","Mariya","Kahn"
"Merrill Lynch","Mariya","Rubanovskaya"
"Calyon Securities (USA) Inc.","Fritz","Owens"
"Craig-Hallum Capital","Brooks","West"
"Thinkpanmure Llc","Suzanne","Price"
"RBC Capital Markets","Fergal","Kelly"
"Credit Suisse","Gabriel","Dechaine"
"Genuity Capital Markets","Gabriel","Dechaine"
"BAS-ML","Alex","Kania"
"BofA Merrill Lynch","Alex","Kania"
"Merrill Lynch","Alex","Kania"
"Oppenheimer & Co.","Sam","Dubinsky"
"Wells Fargo Securities, Llc","Sam","Dubinsky"
"Nordea Markets","William","Mack"
"Cheuvreux","Brian","Scheidt"
"Charter Equity Research","John","Dryden"
"Erste Bank","Tomasz","Kasowicz"
"Tudor Pickering & Co. Sec","Brad","Pattarozzi"
"RBC Capital Markets","Jason","Arnold"
"Banc Of America Securities","Jairam","Nathan"
"BOCI Research Limited","Christian","Ngai"
"Sun Hung Kai","Christina","Ngai"
"ABG Sundal Collier","Anders","Hagen"
"Stephens Inc.","Matt","Olney"
"Goldman Sachs","Brad","Cragin"
"Dolmen Securities","Stephen","Taylor"
"BMO Capital Markets","Connie","Maneaty"
"J.P. Morgan","Vasily","Karasyov"
"Susquehanna Financial Group","Vasily","Karasyov"
"Dolmen Securities","Carl","Bourke"
"Dahlman Rose & Co.","Nicholas","Pope"
"J.P. Morgan","Nicholas","Pope"
"Wedbush Morgan Securities Inc.","Steve","Park"
"BMO Capital Markets","Tony","Robson"
"BAS-ML","Lu","Yeung"
"Merrill Lynch","Lu","Yeung"
"Citi","Ben","Spruntulis"
"BAS-ML","Ingrid","Aja"
"Merrill Lynch","Ingrid","Aja"
"Deutsche Bank Securities","Sukhi","Nagesh"
"Longbow Research","Steven","Koenig"
"Stifel Nicolaus & Company,Inc.","Kevin","Cassidy"
"Thomas Weisel Partners","Kevin","Cassidy"
"Caris & Company","Anil","Doradla"
"William Blair & Company, L.L.C.","Anil","Doradla"
"Kaupthing Bank","Nicolay","Dyvik"
"BNP Paribas","Jack","Yeung"
"WM Smith Securities","Rob","Young"
"Wachovia Capital Markets, Llc","Eric","Boyer"
"Fox-Pitt Kelton","Will","Howlett"
"Pi Financial Corp.","Pardeep","Sangha"
"Barclays","James","Ratcliffe"
"Barclays Capital","James","Ratcliffe"
"Banc Of America Securities","Ari","Raivetz"
"Goldman Sachs","Michael","Molnar"
"Phillip Securities Research Pte Ltd","Kok Joo","Lee"
"KBC Securities","Piotr","Janik"
"Ferris, Baker Watts, Inc.","Leah","Villalobos"
"Morgan Joseph & Co Inc","James","Leahy"
